OA,Pop_econ,unempl,student,inactive,sum_no_income,mean_no_income
E00026716,225,6,25,48,79,0.3511111111111111
E00026717,223,5,7,52,64,0.28699551569506726
E00026718,329,6,15,44,65,0.19756838905775076
E00026719,206,6,9,33,48,0.23300970873786409
E00026720,296,5,8,59,72,0.24324324324324326
E00026721,346,20,13,53,86,0.24855491329479767
E00026722,379,18,69,196,283,0.7467018469656992
E00026723,388,22,86,189,297,0.7654639175257731
E00026724,363,23,43,155,221,0.6088154269972452
E00026725,198,17,5,71,93,0.4696969696969697
E00026726,542,8,144,326,478,0.8819188191881919
E00026727,230,14,13,84,111,0.4826086956521739
E00026728,423,6,87,234,327,0.7730496453900709
E00026730,325,33,50,121,204,0.6276923076923077
E00026731,228,21,10,79,110,0.4824561403508772
E00026732,265,8,43,123,174,0.6566037735849056
E00026733,213,15,4,81,100,0.4694835680751174
E00026734,428,5,78,223,306,0.7149532710280374
E00026735,273,20,26,86,132,0.4835164835164835
E00026736,270,15,14,75,104,0.3851851851851852
E00026737,224,11,13,86,110,0.49107142857142855
E00026738,446,6,71,239,316,0.7085201793721974
E00026739,215,13,14,82,109,0.5069767441860465
E00026740,274,9,41,110,160,0.583941605839416
E00026741,264,12,34,143,189,0.7159090909090909
E00026742,238,15,11,82,108,0.453781512605042
E00026743,226,20,7,89,116,0.5132743362831859
E00026744,172,14,2,61,77,0.4476744186046512
E00026745,227,19,8,82,109,0.4801762114537445
E00026746,292,15,20,112,147,0.5034246575342466
E00026747,227,16,4,67,87,0.3832599118942731
E00026748,438,18,66,209,293,0.6689497716894978
E00026749,168,16,6,94,116,0.6904761904761905
E00026750,322,23,25,154,202,0.6273291925465838
E00026751,339,19,17,146,182,0.5368731563421829
E00026752,291,6,39,125,170,0.584192439862543
E00026753,313,23,24,132,179,0.5718849840255591
E00026754,339,17,21,142,180,0.5309734513274337
E00026755,289,14,20,114,148,0.5121107266435986
E00026756,404,20,60,235,315,0.7797029702970297
E00026758,602,6,197,363,566,0.9401993355481728
E00026759,286,8,63,157,228,0.7972027972027972
E00026760,536,12,181,299,492,0.917910447761194
E00026761,174,3,28,68,99,0.5689655172413793
E00026764,456,10,75,245,330,0.7236842105263158
E00026765,400,32,37,220,289,0.7225
E00026766,453,14,91,211,316,0.6975717439293598
E00026767,322,20,29,157,206,0.639751552795031
E00026768,290,7,41,130,178,0.6137931034482759
E00026769,278,16,37,138,191,0.6870503597122302
E00026770,357,25,28,171,224,0.6274509803921569
E00026771,225,22,22,109,153,0.68
E00026772,350,12,64,156,232,0.6628571428571428
E00026773,279,9,23,91,123,0.44086021505376344
E00026774,247,20,12,126,158,0.6396761133603239
E00026775,368,18,38,186,242,0.657608695652174
E00026776,97,10,0,62,72,0.7422680412371134
E00026777,200,13,14,91,118,0.59
E00026778,263,17,27,141,185,0.7034220532319392
E00026779,266,30,14,136,180,0.6766917293233082
E00026780,365,13,70,153,236,0.6465753424657534
E00026781,379,9,65,180,254,0.6701846965699209
E00026782,345,16,47,147,210,0.6086956521739131
E00026783,325,20,13,168,201,0.6184615384615385
E00026784,329,23,19,148,190,0.5775075987841946
E00026785,266,20,5,76,101,0.37969924812030076
E00026786,180,11,9,77,97,0.5388888888888889
E00026787,267,23,12,88,123,0.4606741573033708
E00026788,190,13,1,69,83,0.4368421052631579
E00026789,200,3,1,33,37,0.185
E00026790,227,9,6,49,64,0.28193832599118945
E00026791,198,17,6,66,89,0.4494949494949495
E00026792,215,20,1,102,123,0.5720930232558139
E00026793,224,20,13,81,114,0.5089285714285714
E00026795,220,9,5,72,86,0.39090909090909093
E00026796,219,13,8,72,93,0.4246575342465753
E00026797,231,14,8,58,80,0.3463203463203463
E00026798,214,23,10,75,108,0.5046728971962616
E00026799,127,9,0,81,90,0.7086614173228346
E00026800,250,5,7,73,85,0.34
E00026801,220,3,10,87,100,0.45454545454545453
E00026802,264,13,8,48,69,0.26136363636363635
E00026803,237,5,8,72,85,0.35864978902953587
E00026804,242,15,13,61,89,0.3677685950413223
E00026806,366,10,10,41,61,0.16666666666666666
E00026807,211,11,6,53,70,0.33175355450236965
E00026808,186,17,3,56,76,0.40860215053763443
E00026809,197,5,6,42,53,0.26903553299492383
E00026810,157,9,1,78,88,0.5605095541401274
E00026811,209,16,9,97,122,0.583732057416268
E00026812,223,15,6,85,106,0.47533632286995514
E00026813,232,19,9,79,107,0.46120689655172414
E00026814,205,19,5,72,96,0.4682926829268293
E00026815,236,23,11,91,125,0.5296610169491526
E00026816,259,21,11,106,138,0.5328185328185329
E00026817,220,21,6,86,113,0.5136363636363637
E00026818,234,29,2,76,107,0.45726495726495725
E00026819,211,11,5,66,82,0.3886255924170616
E00026821,296,9,11,114,134,0.4527027027027027
E00026822,315,20,19,127,166,0.526984126984127
E00026823,316,15,9,101,125,0.39556962025316456
E00026824,265,17,9,98,124,0.4679245283018868
E00026825,208,15,7,51,73,0.35096153846153844
E00026826,258,13,15,99,127,0.49224806201550386
E00026827,263,13,13,92,118,0.44866920152091255
E00026828,273,6,10,106,122,0.4468864468864469
E00026829,235,7,6,78,91,0.3872340425531915
E00026830,284,11,8,72,91,0.3204225352112676
E00026831,227,13,8,44,65,0.28634361233480177
E00026832,310,12,8,80,100,0.3225806451612903
E00026833,384,22,14,94,130,0.3385416666666667
E00026834,270,15,8,82,105,0.3888888888888889
E00026835,266,23,16,47,86,0.3233082706766917
E00026837,209,6,26,48,80,0.3827751196172249
E00026838,210,8,7,32,47,0.22380952380952382
E00026840,161,6,4,30,40,0.2484472049689441
E00026841,280,17,19,68,104,0.37142857142857144
E00026842,309,10,8,71,89,0.28802588996763756
E00026843,277,8,22,54,84,0.30324909747292417
E00026844,246,11,7,60,78,0.3170731707317073
E00026845,347,25,15,82,122,0.3515850144092219
E00026846,227,8,7,68,83,0.3656387665198238
E00026847,251,10,7,64,81,0.32270916334661354
E00026848,293,15,23,91,129,0.4402730375426621
E00026849,304,9,10,96,115,0.3782894736842105
E00026850,364,30,11,95,136,0.37362637362637363
E00026851,314,12,20,79,111,0.3535031847133758
E00026852,278,8,22,92,122,0.43884892086330934
E00026854,397,42,16,118,176,0.4433249370277078
E00026855,247,11,8,62,81,0.32793522267206476
E00026856,240,5,10,30,45,0.1875
E00026857,287,11,14,57,82,0.2857142857142857
E00026858,294,19,19,94,132,0.4489795918367347
E00026859,70,2,3,27,32,0.45714285714285713
E00026860,224,11,5,92,108,0.48214285714285715
E00026861,281,15,29,117,161,0.5729537366548043
E00026862,337,7,42,120,169,0.5014836795252225
E00026863,324,8,40,126,174,0.5370370370370371
E00026864,293,8,28,113,149,0.5085324232081911
E00026865,339,11,32,132,175,0.5162241887905604
E00026866,318,9,49,122,180,0.5660377358490566
E00026867,310,11,61,144,216,0.6967741935483871
E00026868,188,4,23,95,122,0.648936170212766
E00026869,222,11,30,61,102,0.4594594594594595
E00026870,357,13,65,182,260,0.7282913165266106
E00026871,368,9,64,141,214,0.5815217391304348
E00026872,319,7,42,146,195,0.6112852664576802
E00026873,336,12,51,149,212,0.6309523809523809
E00026874,316,11,43,115,169,0.5348101265822784
E00026875,278,7,57,120,184,0.6618705035971223
E00026876,348,15,38,138,191,0.5488505747126436
E00026877,477,28,40,142,210,0.44025157232704404
E00026878,456,5,58,177,240,0.5263157894736842
E00026879,361,14,43,140,197,0.5457063711911357
E00026880,339,11,30,109,150,0.4424778761061947
E00026881,275,10,18,79,107,0.3890909090909091
E00026882,231,4,24,74,102,0.44155844155844154
E00026883,259,13,21,98,132,0.5096525096525096
E00026884,238,29,9,79,117,0.49159663865546216
E00026885,241,8,14,67,89,0.36929460580912865
E00026886,210,7,8,44,59,0.28095238095238095
E00026887,198,18,12,78,108,0.5454545454545454
E00026888,258,10,15,60,85,0.32945736434108525
E00026889,300,4,10,82,96,0.32
E00026890,263,4,4,57,65,0.24714828897338403
E00026891,175,6,2,40,48,0.2742857142857143
E00026892,264,9,44,119,172,0.6515151515151515
E00026893,485,5,111,241,357,0.7360824742268042
E00026894,475,3,123,311,437,0.92
E00026895,227,14,33,85,132,0.5814977973568282
E00026896,196,12,8,91,111,0.5663265306122449
E00026897,437,6,121,275,402,0.919908466819222
E00026898,374,24,84,169,277,0.7406417112299465
E00026899,291,11,75,147,233,0.8006872852233677
E00026900,362,7,74,209,290,0.8011049723756906
E00026901,372,13,97,204,314,0.8440860215053764
E00026902,341,14,52,158,224,0.656891495601173
E00026903,448,12,87,207,306,0.6830357142857143
E00026904,243,2,70,119,191,0.7860082304526749
E00026905,465,7,112,287,406,0.8731182795698925
E00026906,190,13,4,64,81,0.4263157894736842
E00026907,199,18,4,54,76,0.38190954773869346
E00026908,182,13,3,69,85,0.46703296703296704
E00026909,208,13,10,77,100,0.4807692307692308
E00026910,211,7,7,74,88,0.41706161137440756
E00026912,219,25,5,82,112,0.5114155251141552
E00026913,192,12,7,72,91,0.4739583333333333
E00026914,232,20,8,61,89,0.38362068965517243
E00026915,201,19,4,87,110,0.5472636815920398
E00026916,254,7,9,32,48,0.1889763779527559
E00026917,300,22,12,97,131,0.43666666666666665
E00026918,176,16,1,64,81,0.4602272727272727
E00026919,172,23,2,66,91,0.5290697674418605
E00026920,223,13,3,55,71,0.3183856502242152
E00026921,210,9,3,46,58,0.2761904761904762
E00026922,264,17,11,90,118,0.44696969696969696
E00026923,208,15,10,100,125,0.6009615384615384
E00026924,211,14,6,87,107,0.5071090047393365
E00026925,87,12,2,37,51,0.5862068965517241
E00026926,254,16,6,81,103,0.40551181102362205
E00026927,196,15,8,52,75,0.3826530612244898
E00026928,200,18,1,58,77,0.385
E00026929,202,8,10,84,102,0.504950495049505
E00026930,193,17,4,57,78,0.40414507772020725
E00026931,204,7,14,79,100,0.49019607843137253
E00026932,202,16,4,73,93,0.4603960396039604
E00026933,229,10,1,55,66,0.28820960698689957
E00026934,203,15,4,73,92,0.45320197044334976
E00026935,232,17,9,73,99,0.4267241379310345
E00026936,244,19,5,94,118,0.48360655737704916
E00026937,422,22,14,90,126,0.2985781990521327
E00026938,197,11,0,67,78,0.39593908629441626
E00026939,220,14,4,86,104,0.4727272727272727
E00026940,164,17,1,61,79,0.4817073170731707
E00026941,230,10,2,85,97,0.4217391304347826
E00026942,220,19,5,81,105,0.4772727272727273
E00026943,237,18,11,80,109,0.459915611814346
E00026944,77,1,3,23,27,0.35064935064935066
E00175804,287,7,26,47,80,0.2787456445993031
E00175805,477,11,79,336,426,0.8930817610062893
E00175806,1344,3,476,815,1294,0.9627976190476191
E00175807,423,12,65,242,319,0.7541371158392435
E00175808,985,8,234,677,919,0.932994923857868
E00175809,463,3,41,284,328,0.7084233261339092
E00175810,198,2,16,32,50,0.25252525252525254
E00175811,771,3,141,588,732,0.9494163424124513
E00175812,391,8,64,268,340,0.8695652173913043
E00175813,371,7,67,265,339,0.9137466307277629
E00175814,183,3,15,33,51,0.2786885245901639
E00175815,210,11,40,97,148,0.7047619047619048
E00175816,438,11,20,47,78,0.1780821917808219
E00175817,830,43,186,509,738,0.8891566265060241
E00175818,759,23,234,444,701,0.9235836627140975
E00175819,2050,2,574,1411,1987,0.9692682926829268
E00175820,839,7,211,564,782,0.932061978545888
E00175821,368,13,61,213,287,0.779891304347826
E00175822,199,12,14,45,71,0.35678391959798994
E00175823,188,6,25,20,51,0.2712765957446808
E00175824,377,10,61,237,308,0.8169761273209549
E00175825,992,4,152,804,960,0.967741935483871
E00175826,140,8,8,40,56,0.4
E00175827,293,7,16,146,169,0.5767918088737202
E00175828,230,8,23,61,92,0.4
E00175829,364,21,19,147,187,0.5137362637362637
E00175830,220,4,43,137,184,0.8363636363636363
E00175831,206,9,14,63,86,0.4174757281553398
E00175832,214,4,24,101,129,0.602803738317757
E00175833,212,24,12,84,120,0.5660377358490566
E00175834,216,21,19,98,138,0.6388888888888888
E00175835,917,11,189,624,824,0.8985823336968375
E00175836,207,12,15,50,77,0.3719806763285024
E00175837,363,17,19,155,191,0.5261707988980716
E00175838,233,20,10,81,111,0.47639484978540775
E00175839,185,12,9,87,108,0.5837837837837838
E00175840,228,1,21,19,41,0.17982456140350878
E00175841,190,7,18,59,84,0.4421052631578947
E00175842,145,4,1,114,119,0.8206896551724138
E00175843,160,5,23,45,73,0.45625
E00175844,224,26,6,89,121,0.5401785714285714
E00175845,155,8,9,26,43,0.27741935483870966
E00175846,175,7,20,21,48,0.2742857142857143
E00175847,129,7,1,76,84,0.6511627906976745
E00175848,251,20,13,87,120,0.47808764940239046
E00175849,194,10,15,71,96,0.4948453608247423
E00175850,189,17,7,78,102,0.5396825396825397
E00175851,175,2,16,27,45,0.2571428571428571
E00175852,305,3,29,82,114,0.3737704918032787
E00175853,189,2,10,60,72,0.38095238095238093
E00175854,182,7,22,27,56,0.3076923076923077
E00175855,216,3,4,16,23,0.10648148148148148
E00175856,152,5,8,7,20,0.13157894736842105
E00175857,131,12,9,30,51,0.3893129770992366
E00175858,132,8,3,65,76,0.5757575757575758
E00175859,152,19,4,28,51,0.3355263157894737
E00175860,260,15,11,40,66,0.25384615384615383
E00175861,170,10,10,38,58,0.3411764705882353
E00175862,156,7,3,59,69,0.4423076923076923
E00175863,185,3,20,43,66,0.3567567567567568
E00175864,238,8,17,28,53,0.22268907563025211
E00175865,199,2,9,14,25,0.12562814070351758
E00175866,169,3,10,28,41,0.24260355029585798
E00175867,161,4,6,17,27,0.16770186335403728
E00175868,126,4,10,16,30,0.23809523809523808
E00175869,211,8,18,58,84,0.3981042654028436
E00175870,162,5,8,21,34,0.20987654320987653
E00175871,229,4,16,21,41,0.17903930131004367
E00175872,243,6,16,33,55,0.22633744855967078
E00175873,213,5,17,19,41,0.19248826291079812
E00175874,167,7,16,18,41,0.24550898203592814
E00175875,463,1,109,323,433,0.9352051835853131
E00175876,186,11,8,53,72,0.3870967741935484
E00175877,198,8,25,28,61,0.30808080808080807
E00175878,246,27,7,110,144,0.5853658536585366
E00175879,169,9,7,27,43,0.25443786982248523
E00175880,112,5,4,28,37,0.33035714285714285
E00175881,235,12,4,52,68,0.28936170212765955
E00175882,183,10,5,66,81,0.4426229508196721
E00175883,161,7,6,33,46,0.2857142857142857
E00175884,211,3,2,18,23,0.10900473933649289
E00175885,280,0,5,19,24,0.08571428571428572
E00175886,185,1,5,24,30,0.16216216216216217
E00175887,176,3,4,13,20,0.11363636363636363
E00175888,250,5,5,25,35,0.14
E00175889,213,4,5,49,58,0.27230046948356806
E00175890,193,15,2,67,84,0.43523316062176165
E00175891,207,7,2,38,47,0.22705314009661837
E00175892,219,6,8,39,53,0.2420091324200913
E00175893,181,15,6,47,68,0.3756906077348066
E00175894,166,13,0,68,81,0.4879518072289157
E00175895,387,21,20,115,156,0.40310077519379844
E00175896,199,31,3,126,160,0.8040201005025126
E00175897,237,11,16,83,110,0.4641350210970464
E00175898,219,17,4,75,96,0.4383561643835616
E00175899,184,12,7,80,99,0.5380434782608695
E00175900,232,12,12,46,70,0.3017241379310345
E00175901,182,8,3,43,54,0.2967032967032967
E00175902,228,16,12,62,90,0.39473684210526316
E00175903,248,15,7,85,107,0.4314516129032258
E00175904,277,15,8,135,158,0.5703971119133574
E00175905,186,3,14,9,26,0.13978494623655913
E00175906,167,10,29,57,96,0.5748502994011976
E00175907,299,17,47,90,154,0.5150501672240803
E00175908,286,12,40,67,119,0.4160839160839161
E00175909,279,10,12,12,34,0.12186379928315412
E00175910,177,2,7,17,26,0.14689265536723164
E00175911,187,8,11,41,60,0.32085561497326204
E00175912,251,9,14,105,128,0.5099601593625498
E00175913,123,6,5,48,59,0.4796747967479675
E00175914,207,2,6,9,17,0.0821256038647343
E00175915,220,0,13,30,43,0.19545454545454546
E00175916,254,6,12,16,34,0.13385826771653545
E00175917,222,3,6,22,31,0.13963963963963963
E00175918,200,11,14,70,95,0.475
E00175919,206,20,18,60,98,0.47572815533980584
E00175920,249,8,25,68,101,0.40562248995983935
E00175921,158,7,13,35,55,0.34810126582278483
E00175922,175,15,17,48,80,0.45714285714285713
E00175923,139,12,3,58,73,0.5251798561151079
E00175924,195,14,13,55,82,0.4205128205128205
E00175925,234,19,10,108,137,0.5854700854700855
E00175926,211,11,11,36,58,0.27488151658767773
E00175927,258,18,9,104,131,0.5077519379844961
E00175928,235,16,57,123,196,0.8340425531914893
E00175929,407,12,106,235,353,0.8673218673218673
E00175930,115,5,14,44,63,0.5478260869565217
E00175931,124,7,23,56,86,0.6935483870967742
E00175932,213,12,26,94,132,0.6197183098591549
E00175933,102,13,7,35,55,0.5392156862745098
E00175934,262,7,15,41,63,0.24045801526717558
E00175935,237,15,10,59,84,0.35443037974683544
E00175936,140,5,5,67,77,0.55
E00175937,246,6,20,30,56,0.22764227642276422
E00175938,107,4,3,11,18,0.16822429906542055
E00175939,85,12,5,34,51,0.6
E00175940,250,14,17,98,129,0.516
E00175941,244,19,21,57,97,0.3975409836065574
E00175942,962,58,27,498,583,0.606029106029106
E00175943,278,11,21,127,159,0.5719424460431655
E00175944,253,15,19,103,137,0.541501976284585
E00175945,204,8,15,27,50,0.24509803921568626
E00175946,165,6,18,30,54,0.32727272727272727
E00175947,255,10,19,32,61,0.23921568627450981
E00175948,155,8,11,26,45,0.2903225806451613
E00175949,319,27,18,161,206,0.64576802507837
E00175950,228,15,13,72,100,0.43859649122807015
E00175951,250,18,18,44,80,0.32
E00175952,458,10,35,69,114,0.24890829694323144
E00175953,182,16,16,75,107,0.5879120879120879
E00175954,233,23,21,70,114,0.4892703862660944
E00175955,207,17,14,80,111,0.5362318840579711
E00175956,141,5,6,73,84,0.5957446808510638
E00175957,713,5,226,458,689,0.9663394109396914
E00175958,128,2,22,72,96,0.75
E00175959,288,3,136,99,238,0.8263888888888888
E00175960,206,3,18,62,83,0.4029126213592233
E00175961,183,4,14,58,76,0.41530054644808745
E00175962,189,5,14,73,92,0.48677248677248675
E00175963,143,0,8,61,69,0.4825174825174825
E00175964,153,3,4,41,48,0.3137254901960784
E00175965,206,6,4,35,45,0.21844660194174756
E00175966,238,16,7,81,104,0.4369747899159664
E00175967,221,11,19,64,94,0.4253393665158371
E00175968,230,16,19,93,128,0.5565217391304348
E00175969,130,12,4,61,77,0.5923076923076923
E00175970,152,17,5,78,100,0.6578947368421053
E00175971,213,14,11,32,57,0.2676056338028169
E00175972,680,6,116,457,579,0.8514705882352941
E00175973,151,10,12,22,44,0.2913907284768212
E00175974,187,11,6,44,61,0.32620320855614976
E00175975,191,11,12,51,74,0.387434554973822
E00175976,186,14,7,82,103,0.553763440860215
E00175977,155,8,4,29,41,0.2645161290322581
E00175978,202,5,4,20,29,0.14356435643564355
E00175979,150,6,1,11,18,0.12
E00175980,202,5,5,38,48,0.2376237623762376
E00175981,170,11,2,56,69,0.40588235294117647
E00175982,192,18,6,41,65,0.3385416666666667
E00175983,192,5,3,16,24,0.125
E00175984,200,8,4,33,45,0.225
E00175985,193,5,9,28,42,0.21761658031088082
E00175986,120,5,1,25,31,0.25833333333333336
E00175987,188,6,14,30,50,0.26595744680851063
E00175988,142,6,3,20,29,0.20422535211267606
E00175989,196,4,4,24,32,0.16326530612244897
E00175990,196,1,6,16,23,0.11734693877551021
E00175991,333,4,22,213,239,0.7177177177177178
E00175992,339,5,15,125,145,0.4277286135693215
E00175993,270,5,14,149,168,0.6222222222222222
E00175994,184,3,2,15,20,0.10869565217391304
E00175995,151,2,12,35,49,0.32450331125827814
E00175996,211,6,11,27,44,0.20853080568720378
E00175997,218,1,25,59,85,0.38990825688073394
E00175998,180,5,5,30,40,0.2222222222222222
E00175999,345,6,14,63,83,0.24057971014492754
E00176000,240,3,7,119,129,0.5375
E00176001,280,3,21,63,87,0.3107142857142857
E00176002,110,2,16,21,39,0.35454545454545455
E00176003,181,6,6,44,56,0.30939226519337015
E00176004,207,2,25,66,93,0.4492753623188406
E00176005,275,1,19,99,119,0.43272727272727274
E00176006,219,2,7,27,36,0.1643835616438356
E00176007,102,1,3,22,26,0.2549019607843137
E00176008,136,6,1,25,32,0.23529411764705882
E00176009,200,2,17,101,120,0.6
E00176010,217,1,12,84,97,0.4470046082949309
E00176011,182,8,4,35,47,0.25824175824175827
E00176012,279,10,5,36,51,0.1827956989247312
E00176013,153,4,6,22,32,0.20915032679738563
E00176014,156,5,3,25,33,0.21153846153846154
E00176015,199,10,4,74,88,0.44221105527638194
E00176016,94,6,5,28,39,0.4148936170212766
E00176017,139,4,5,16,25,0.17985611510791366
E00176018,321,5,65,204,274,0.8535825545171339
E00176019,303,11,54,144,209,0.6897689768976898
E00176020,353,17,77,180,274,0.7762039660056658
E00176021,382,3,63,189,255,0.6675392670157068
E00176022,229,15,22,120,157,0.6855895196506551
E00176023,172,12,11,73,96,0.5581395348837209
E00176024,155,1,8,7,16,0.1032258064516129
E00176025,142,2,4,9,15,0.1056338028169014
E00176026,164,12,6,85,103,0.6280487804878049
E00176027,969,17,424,472,913,0.9422084623323014
E00176028,134,15,14,55,84,0.6268656716417911
E00176029,226,2,18,34,54,0.23893805309734514
E00176030,1082,3,272,765,1040,0.9611829944547134
E00176031,171,15,8,82,105,0.6140350877192983
E00176032,264,11,25,39,75,0.2840909090909091
E00176033,254,17,7,53,77,0.3031496062992126
E00176034,417,11,46,54,111,0.26618705035971224
E00176035,197,2,17,15,34,0.17258883248730963
E00176036,186,10,8,81,99,0.532258064516129
E00176037,208,3,14,19,36,0.17307692307692307
E00176038,591,7,130,348,485,0.8206429780033841
E00176039,165,10,8,35,53,0.3212121212121212
E00176040,154,20,21,69,110,0.7142857142857143
E00176041,559,6,199,306,511,0.9141323792486583
E00176042,247,19,25,86,130,0.5263157894736842
E00176043,166,13,16,34,63,0.3795180722891566
E00176044,255,14,8,52,74,0.2901960784313726
E00176045,173,8,12,41,61,0.35260115606936415
E00176046,1176,6,549,605,1160,0.9863945578231292
E00176047,119,6,9,21,36,0.3025210084033613
E00176048,182,8,11,46,65,0.35714285714285715
E00176049,310,7,43,65,115,0.3709677419354839
E00176050,192,2,11,20,33,0.171875
E00176051,157,3,12,16,31,0.19745222929936307
E00176052,193,4,23,30,57,0.29533678756476683
E00176053,172,9,13,25,47,0.27325581395348836
E00176054,191,9,8,56,73,0.38219895287958117
E00176055,173,5,11,54,70,0.4046242774566474
E00176056,205,3,25,78,106,0.5170731707317073
E00176057,202,4,15,23,42,0.2079207920792079
E00176058,167,9,7,29,45,0.2694610778443114
E00176059,217,5,12,39,56,0.25806451612903225
E00176060,219,8,9,40,57,0.2602739726027397
E00176061,139,8,29,78,115,0.8273381294964028
E00176062,199,2,7,49,58,0.2914572864321608
E00176063,174,1,12,61,74,0.42528735632183906
E00176064,140,6,12,44,62,0.44285714285714284
E00176065,198,11,1,110,122,0.6161616161616161
E00176066,247,14,14,61,89,0.3603238866396761
E00176067,223,20,7,93,120,0.5381165919282511
E00176068,175,15,9,63,87,0.49714285714285716
E00176069,140,14,5,74,93,0.6642857142857143
E00176070,475,22,22,68,112,0.23578947368421052
E00176071,187,13,14,34,61,0.32620320855614976
E00176072,208,14,6,62,82,0.3942307692307692
E00176073,223,14,13,62,89,0.3991031390134529
E00176074,171,14,2,90,106,0.6198830409356725
E00176075,141,4,11,46,61,0.4326241134751773
E00176076,221,2,21,19,42,0.19004524886877827
E00176077,210,14,8,63,85,0.40476190476190477
E00176078,235,20,12,97,129,0.548936170212766
E00176079,283,8,21,38,67,0.23674911660777384
E00176080,216,3,22,23,48,0.2222222222222222
E00176081,108,5,16,36,57,0.5277777777777778
E00176082,959,1,362,563,926,0.9655891553701773
E00176083,251,9,9,39,57,0.22709163346613545
E00176084,132,3,4,20,27,0.20454545454545456
E00176085,82,0,3,34,37,0.45121951219512196
E00176086,159,3,5,15,23,0.14465408805031446
E00176087,193,6,5,9,20,0.10362694300518134
E00176088,272,7,8,20,35,0.12867647058823528
E00176089,156,5,14,22,41,0.26282051282051283
E00176090,236,14,27,113,154,0.652542372881356
E00176091,617,3,180,427,610,0.9886547811993517
E00176092,193,5,3,9,17,0.08808290155440414
E00176093,245,16,38,126,180,0.7346938775510204
NA,NA,NA,NA,NA,NA,NA
"In order to protect against disclosure of personal information, records have been swapped between different geographic areas. Some counts will be affected, particularly small counts at the lowest geographies.",NA,NA,NA,NA,NA,NA
